"","date","geo","real_wages"
"1",2017-01-01,"DE",100
"2",2017-01-01,"EA",100
"3",2017-01-01,"ES",100
"4",2017-01-01,"FR",100
"5",2017-01-01,"IT",100
"6",2017-04-01,"DE",99.6457070668436
"7",2017-04-01,"EA",98.6594239333894
"8",2017-04-01,"ES",98.2203285694185
"9",2017-04-01,"FR",99.8708824373109
"10",2017-04-01,"IT",97.3737094047215
"11",2017-07-01,"DE",99.2195159960262
"12",2017-07-01,"EA",99.6396049201179
"13",2017-07-01,"ES",99.9564356078328
"14",2017-07-01,"FR",100.265746062644
"15",2017-07-01,"IT",98.5548785977971
"16",2017-10-01,"DE",99.7386814364063
"17",2017-10-01,"EA",99.3701783551245
"18",2017-10-01,"ES",98.3574261117137
"19",2017-10-01,"FR",100.277177825774
"20",2017-10-01,"IT",97.8692249431962
"21",2018-01-01,"DE",101.597125043525
"22",2018-01-01,"EA",100.676972272201
"23",2018-01-01,"ES",100.365561837556
"24",2018-01-01,"FR",100.136295974629
"25",2018-01-01,"IT",99.0191895835289
"26",2018-04-01,"DE",100.985393898586
"27",2018-04-01,"EA",99.6032172404795
"28",2018-04-01,"ES",98.2875596865073
"29",2018-04-01,"FR",99.2299442303921
"30",2018-04-01,"IT",97.2205191089311
"31",2018-07-01,"DE",99.5958488233252
"32",2018-07-01,"EA",99.6265157090772
"33",2018-07-01,"ES",98.651658309521
"34",2018-07-01,"FR",99.3993890893353
"35",2018-07-01,"IT",99.4376420095935
"36",2018-10-01,"DE",100.465508424794
"37",2018-10-01,"EA",99.574958042888
"38",2018-10-01,"ES",98.3173140131146
"39",2018-10-01,"FR",99.3965785883714
"40",2018-10-01,"IT",98.0132107722425
"41",2019-01-01,"DE",102.948309805155
"42",2019-01-01,"EA",101.87197930709
"43",2019-01-01,"ES",101.050319185539
"44",2019-01-01,"FR",100.822297044675
"45",2019-01-01,"IT",100.137635045138
"46",2019-04-01,"DE",101.100696043918
"47",2019-04-01,"EA",100.4377622319
"48",2019-04-01,"ES",98.8759444556628
"49",2019-04-01,"FR",99.9850152081229
"50",2019-04-01,"IT",97.7304803565533
"51",2019-07-01,"DE",102.247894234473
"52",2019-07-01,"EA",101.251166827703
"53",2019-07-01,"ES",100.741570108385
"54",2019-07-01,"FR",99.8137917019155
"55",2019-07-01,"IT",99.7715630624394
"56",2019-10-01,"DE",102.554018860769
"57",2019-10-01,"EA",101.265830453297
"58",2019-10-01,"ES",100.414497107633
"59",2019-10-01,"FR",100.347830728675
"60",2019-10-01,"IT",98.6457347978206
"61",2020-01-01,"DE",104.149616761214
"62",2020-01-01,"EA",102.938778042706
"63",2020-01-01,"ES",102.657235349318
"64",2020-01-01,"FR",100.619287971215
"65",2020-01-01,"IT",101.314509301806
"66",2020-04-01,"DE",104.016458419841
"67",2020-04-01,"EA",104.312651231938
"68",2020-04-01,"ES",103.100278867111
"69",2020-04-01,"FR",101.36782562902
"70",2020-04-01,"IT",101.837124257379
"71",2020-07-01,"DE",103.925808396269
"72",2020-07-01,"EA",104.631281046561
"73",2020-07-01,"ES",107.808984549591
"74",2020-07-01,"FR",103.474182210692
"75",2020-07-01,"IT",106.859251612044
"76",2020-10-01,"DE",107.468181760771
"77",2020-10-01,"EA",105.010463340602
"78",2020-10-01,"ES",104.170902972995
"79",2020-10-01,"FR",102.860350254339
"80",2020-10-01,"IT",101.386851912634
"81",2021-01-01,"DE",104.372388078376
"82",2021-01-01,"EA",105.260326824396
"83",2021-01-01,"ES",104.73107235872
"84",2021-01-01,"FR",103.352233943325
"85",2021-01-01,"IT",103.014122095893
"86",2021-04-01,"DE",102.11129282785
"87",2021-04-01,"EA",103.781437108514
"88",2021-04-01,"ES",102.352821720274
"89",2021-04-01,"FR",101.990231736423
"90",2021-04-01,"IT",99.9548764103674
"91",2021-07-01,"DE",100.90122281257
"92",2021-07-01,"EA",102.106328709693
"93",2021-07-01,"ES",102.55525242814
"94",2021-07-01,"FR",102.20996032692
"95",2021-07-01,"IT",101.017509575227
"96",2021-10-01,"DE",104.827952511151
"97",2021-10-01,"EA",103.041121240196
"98",2021-10-01,"ES",100.051261142866
"99",2021-10-01,"FR",101.669025167236
"100",2021-10-01,"IT",99.4488239699168
"101",2022-01-01,"DE",102.539530806561
"102",2022-01-01,"EA",102.33909960245
"103",2022-01-01,"ES",99.9466652082063
"104",2022-01-01,"FR",101.555544992982
"105",2022-01-01,"IT",97.9460453709381
"106",2022-04-01,"DE",97.4546611517658
"107",2022-04-01,"EA",99.1857625554105
"108",2022-04-01,"ES",96.9770188588941
"109",2022-04-01,"FR",99.7665900506998
"110",2022-04-01,"IT",95.9584801410891
"111",2022-07-01,"DE",98.6416125470233
"112",2022-07-01,"EA",98.2209999104953
"113",2022-07-01,"ES",95.4255845704624
"114",2022-07-01,"FR",98.3641855023618
"115",2022-07-01,"IT",95.9682144705202
"116",2022-10-01,"DE",94.7763360774731
"117",2022-10-01,"EA",95.7027256139575
"118",2022-10-01,"ES",96.1102367636261
"119",2022-10-01,"FR",98.784484448947
"120",2022-10-01,"IT",89.9434907010014
"121",2023-01-01,"DE",99.2035954468331
"122",2023-01-01,"EA",98.602703388741
"123",2023-01-01,"ES",98.3372893804481
"124",2023-01-01,"FR",100.527639413143
"125",2023-01-01,"IT",92.6168025930949
"126",2023-04-01,"EA",97.0377025530051
"127",2023-07-01,"EA",97.7440048680985
"128",2023-10-01,"EA",97.9704873405498
"129",2024-01-01,"EA",99.876929985886
"130",2024-04-01,"EA",99.1699020099905
"131",2024-07-01,"EA",99.8251671564911
"132",2024-10-01,"EA",100.396260760492
"133",2025-01-01,"EA",101.687493742491
